gene	ACH-001339	ACH-000765	ACH-000008	ACH-000465	ACH-000550	ACH-000322	ACH-002508	ACH-000632	ACH-000441	ACH-000805	ACH-001328	ACH-001521	ACH-000580	ACH-001568	ACH-002458	ACH-001569	ACH-000814	ACH-001973	ACH-002005	ACH-002003	ACH-002461	ACH-000799	ACH-001523	ACH-001551	ACH-002511	ACH-002460	ACH-000614	ACH-000014	ACH-000348	ACH-001566	ACH-000572	ACH-001239	ACH-001970	ACH-000425	ACH-000404	ACH-000882	ACH-000458	ACH-002084	ACH-001522	ACH-000650	ACH-001563	ACH-002510	ACH-000822	ACH-000812	ACH-002509	ACH-001524	ACH-001982	ACH-000730	ACH-001567	ACH-000661	ACH-001190	ACH-002459	ACH-001645	ACH-000304	ACH-000931	ACH-000810	ACH-002001	ACH-001550	ACH-000450	ACH-000423	ACH-001552	ACH-000915	ACH-000881	ACH-000899	ACH-000884	ACH-000477	ACH-000401	ACH-000615	ACH-000801	ACH-002512	ACH-002004	ACH-000827	ACH-000987	ACH-000274	ACH-000644	ACH-000219	ACH-000582	ACH-001570	ACH-001442	ACH-000640	ACH-002002	ACH-000579	ACH-000788	ACH-000968	ACH-000750
TTC22	0	0.03	0.01	0.01	0	0	0	0.01	0.04	0.02	4.96	10.34	0.01	0	0	0.01	0	0	0	0	0	0	4.1	0.01	0	0	0	0	0.01	0	0.01	0.1	0	0.04	0.01	0.01	1.43	0	0.01	0.01	0	0	0	0.03	0	8.66	0.01	0.02	0	0.01	0	0	0	0	0	0.02	0	0.01	0	0.03	0.04	0	0	0.01	0	0.05	0.01	0.04	0.02	0	0	0.01	0	0	0.01	0.01	0.02	0	4.06	0.01	0	0	0.01	0	0.01
PHTF2	19.65	14.96	20.11	25.59	18.29	17.82	4.29	16.41	26.65	31.55	6.86	15.1	34.69	7.35	17.23	12.5	25.79	18.32	23.48	7.62	16.46	20.23	24.72	34.24	12.95	16.05	12.26	17.89	12.51	12.94	29.8	52.82	14.72	26.4	23.98	21.09	9.55	23.36	15.74	20.66	28.03	11.06	13.65	26.28	19.12	23.83	33.8	16.23	9.75	20.34	21.51	12.87	9.74	35.61	14.79	25.83	11.18	32.05	30.64	38.57	39.88	21.52	21.43	15.4	8.46	29.7	21.76	28.01	29.09	20.17	42.13	35.99	14.57	25.09	18.01	11.25	18.67	18.35	10.99	36.16	13.12	12.51	8.49	14.37	9.21
CCL26	0.28	0.3	1.67	0	15.26	0.24	7.9	1.5	0.24	0	0.05	15.07	5.35	0.2	7.74	0	0.46	0	0	0	28.13	0.62	11.87	0.64	0.1	2.11	0	4.64	0.95	0	0.0800000000000001	0.16	0	0.54	0.15	0.0700000000000001	0.82	0.0800000000000001	0.0800000000000001	0	0.0600000000000001	0	0.43	0.16	0.11	0.21	0	0	0	0	0.55	7.9	0.0900000000000001	1.18	0	0.28	0.1	0.58	0	0.05	4.69	0	0	0	0.43	0	0.11	0	0	0	0	0	0	1.39	0.84	0.16	0	0	8.96	2.29	1.41	0.0700000000000001	0.12	0	0.12
FARP2	46	76.23	39.79	56.98	7.65	53.89	10.34	44.79	81.86	80.31	8.13	18.53	42.49	27.08	42.72	24.1	85.78	114.07	83.69	37.14	10.03	7.31	4.37	10.49	65.5	33.56	151.99	30.53	18.65	21.38	83.57	113.33	91.76	100	80.74	60.47	14.21	65.37	69.9	49.47	19.99	93.54	48.82	99	19.2	21.24	62.65	106.98	23.38	82.88	82.14	10.83	65.81	60.02	140.26	70.95	31	14.83	61.87	152.98	14.79	72.16	39.12	74.7100000000001	23.29	92.86	52.79	113.64	68.13	97.43	111.2	25.76	93.32	11.22	86.41	21.41	42.33	21.99	8.85	46.86	16.08	106.61	42.2	65.4	10.69
USH1C	0.01	0.2	0.02	0.03	0.02	0.01	0	0.04	0.0600000000000001	0.03	0	0	0.01	0	0	0	0.01	0.02	0.03	0	0	0.0900000000000001	0.01	0.39	0.01	0	0.02	0	0.0600000000000001	0	0	0.26	0.0800000000000001	0.03	0.03	0.03	0.04	0	0	0	0	0	0.03	0	0.04	0.02	0	0	0	0.03	0.03	0	0.02	0.0700000000000001	0.04	0	0	0.03	0.02	0.0600000000000001	0.0600000000000001	0.13	0.03	0.32	0	0.01	0.02	0.0900000000000001	0.05	0	0	0.03	0	0.02	0.02	0.04	0.12	0	0	0.1	0	0.01	0.01	0.0900000000000001	0.01
GGCT	155.34	98.15	132.84	83.92	50.05	107.42	50.6	68.27	64.41	114.37	108.4	222.46	95.41	55.67	43.35	123.52	99.85	79.34	69.72	94.67	16.86	119.44	92.37	115.87	67.25	45.75	79.87	79.52	76.33	126.21	236.37	140.54	127.7	146.74	155.57	87.01	38.09	80.48	106.94	170.22	71.86	72.4	41.13	115.42	72.43	45.68	85.45	143.05	164.73	89.23	136.1	19.26	69.17	99.52	106.9	78.28	106.95	55.71	103.76	173.59	78.3600000000001	88.07	202.66	156.24	47.54	81.78	182.76	51.76	94.06	102.63	130.94	163.93	80.89	92.33	59.61	84.57	134.92	117.69	74.97	107.66	61.77	123.87	160.45	62.2	49.82
DBF4	46.85	38.42	41.41	26.03	32.13	34.84	8.67	33.46	34.63	66.74	15.44	41.28	70.4500000000001	9.75	12.86	20.58	45.46	36.45	38.45	25.7	14.54	32.72	17.3	34.96	12.21	10.63	32.61	22.03	18.72	28.55	81.27	59.17	22.49	32.94	32.51	34.02	19.45	33.34	18.57	37.44	29.91	10.42	23.18	47.83	18.2	5.63	31.5	39.62	33.81	49.84	37.02	7.85	12.63	37.07	33.05	34.23	22.33	20.03	50.66	36.67	45.24	35.75	26.59	31.33	18.7	37.63	32.97	24.85	26.19	33.43	23.54	46.1	29.57	23.9	16.05	32.57	44.34	36.33	27.99	34.2	20.64	34.78	45.63	13.5	32.51
TBXA2R	1.09	0.03	3.07	8.22	1.27	3.07	0.54	0.55	0	10.68	0	0.01	3.72	0.99	1.78	0.46	2.63	0.37	0	0.32	3.7	1.43	0	0.56	0.67	0.78	5.34	3.99	4.91	3.31	0.78	2.17	0.91	2.86	2.56	0	0.12	0	0.23	0	0	3.41	0.33	0.04	2.99	0	1.11	0.54	0.0900000000000001	2.74	0.0600000000000001	1.29	0.63	0.3	1.77	0.02	0.6	0.5	0.65	0.6	0.52	0	2.25	0.58	3.36	2.95	2.6	0.01	1.87	4.67	0.4	2.74	0	0.8	1.95	1.01	0.17	0.17	0.0800000000000001	11.1	0.75	1.63	0.9	0.87	2.92
IFRD1	58.14	38.9	41.29	51.1	23.78	40.02	18.1	43.02	120.01	57.85	19.33	82.64	153.36	33.87	14.52	66.5	59.77	61.83	111.74	90.44	20.73	49.75	42.89	26.99	16.64	16.46	147.26	32.28	38	31.65	82.41	49.56	71.21	46.38	73.13	26.99	123.5	47.21	27.37	64.37	17.54	27.96	55.94	36.89	29.43	26.13	37.65	27.28	36.3	37.94	58.21	17.84	31.37	118.74	31.44	27.62	80.62	64.53	62.48	124.52	65.07	31.22	66.06	33.02	38.52	48.36	54.15	20.78	40.23	37.2	102.19	90.83	43.35	31.9	32.95	25.24	107.72	28.84	37.19	108.86	54.14	68.2	62.1900000000001	13.11	33.32
LGALS14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0	0	0	0	0	0	0.03	0	0	0	0	0	0	0	0
COX10	15.35	19.68	13.81	12.09	7.71	15.26	7.11	8.03	11.85	15.77	4.32	22.6	14.15	4.43	10.06	3.04	13.11	11.4	22.25	16.23	5.67	7.72	16.37	17.35	4.51	10.28	9.81	11.01	10.6	6.63	14.03	11.12	13.25	16.64	17.34	17.47	7.76	11.17	17.32	11.13	8.39	10.26	6.01	25.48	12.92	11.82	9.19	14.42	8.92	12.93	8.23	8.26	21.02	10.73	12.42	11.42	17.02	11.42	8.37	11.91	12.7	6.69	10.26	16.71	10.96	14.75	12.05	8.42	8.79	15.86	22.47	9.3	15.23	3.84	9.74	18.04	12.22	12.94	10	9.24	15.94	13.76	18.37	10.33	18.76
GTF2IRD1	7.91	10.47	10.72	7.46	14.99	8.86	6.09	8.28	21.23	12.03	13.4	22.28	18.03	18.4	6.64	14.05	6.14	7.19	11.07	7.78	5	12.16	14.78	23.42	5.34	9.86	8.16	11.13	11.01	11.13	13.77	9.95	13.95	11.52	16.05	16.66	25.52	10.1	9.32	13.55	10.82	5.3	10.12	11.5	18.7	15.68	10.72	8.72	9.32	7.12	12.05	8.81	4.02	14.15	26.6	14.73	10.12	19.86	13.18	11.39	12.06	7.84	12.56	8.47	7.75	10.17	8.56	5.85	10.12	6.56	10.16	13.79	9.97	11.28	8.02	12.51	16.9	9.37	11.2	16.66	12.14	7.53	14.71	11.19	18.71
PAF1	23.65	48.78	68.77	63.52	70.4500000000001	52.48	25.03	73	48.4	31.19	16.7	27.74	44.09	11.68	41.31	17.08	71.25	18.77	29.19	24.65	34.3	68.58	23.97	42.75	54.76	40.75	35.09	66.89	64.01	24.44	51.31	43.4	28.54	42	39.74	48.87	57.6	27.98	21.1	53.02	21.81	19.45	51.47	48.79	33.46	25.05	27.57	30.62	25.28	44.95	33.12	32.57	19.92	43.31	37.57	46.74	30.52	46.76	50.98	40.31	27.72	34.29	51.57	32.74	32.82	43.07	49.32	50.86	40.44	26.79	20.63	49.24	64.36	74.0600000000001	37.98	66.65	44.36	12.92	35.83	49.27	33.56	73.77	48.47	19.4	39.92
VPS41	34.1	40.03	28.42	55.82	38.53	28.23	14.71	21.79	43.56	43.2	11.11	17.72	30.3	5.76	20.64	37.52	52.49	37.02	19.45	20.42	8.39	69.99	29.95	47.67	127.11	36.06	39.05	33.38	43.68	18.41	56.88	50.6	44.82	25.6	46.64	25.56	15.72	28.65	51.28	60.92	11.17	32.35	46.19	45.24	39.26	32.5	80.83	34.33	19.85	68.3	34.13	16.17	40.76	102.54	57.63	19.47	21.8	45.62	27.71	93.87	29.39	33.39	41.35	48.97	28.46	55.07	41.11	30.07	48.56	39.27	53.82	51.3	31.61	44.96	36.98	19.55	56.01	30.43	9.69	85.36	24.54	32.86	26.87	22.35	16.63
ARHGAP44	0.17	0.14	0.17	0.0700000000000001	0.0900000000000001	1.49	0.01	0.11	0.24	0.15	0.02	0.34	0.42	0.19	1.28	0.04	0.14	0	0.14	0.41	0.02	0.48	0.0600000000000001	0.41	0.03	2.64	0.04	0.67	0.27	0.04	0.35	1.51	0.0700000000000001	0.44	0.35	0.15	0.05	0.05	0.04	0.16	4.74	0.2	0.11	0.17	0.1	0.13	0.89	0.69	0.0900000000000001	0.15	0.01	2.93	0.05	0.47	0.18	0.0800000000000001	0.8	0.67	0.0700000000000001	1.01	1.92	0.05	0.11	0.74	1.28	0.32	0.11	0.18	0.7	0.0600000000000001	0.1	0.21	0.0900000000000001	0.31	0.11	0.88	0.26	0.2	0.89	0.16	3.81	0.11	0.12	0.03	0.04
ELAC2	31.43	57.93	84.92	40.98	34.95	60.99	20.88	41.46	38.12	41.97	13.3	62.77	70.26	8.75	43.92	7.38	67.52	12.86	36.25	29.55	36.07	43.62	42.56	38.19	18.78	41.52	27.84	67.46	39.69	14.45	43.4	51.42	37.44	59.64	67.1	86.5	28.85	44.38	45.57	36.35	30.41	31.14	35.45	61.95	35.21	32.83	21.3	44.81	23.36	51.68	23.28	45.53	11.12	38.01	38.3	55.55	34.49	41.57	39.54	48.03	35.34	32.01	56.77	39.61	34.62	42.4	42.8	30.09	27.47	30.51	19.8	50.66	53.5	20.89	40.63	66.26	49.88	28.77	25.71	39.05	52.88	72.79	75.81	45.88	46.31
SCIN	0.5	0.0900000000000001	0.0700000000000001	3.63	0.04	0.46	0.01	0.35	0.03	1.83	0.22	0.0700000000000001	0.2	4.9	0.14	17.7	0.23	0.0900000000000001	0.0600000000000001	0.13	0.19	0.01	0.0900000000000001	0.41	0.36	0.2	0.29	0.0700000000000001	0.05	65.28	4.65	0.0600000000000001	0.66	0.03	0.53	19.95	0.0700000000000001	41.59	31.32	1.22	0	13.83	0.0700000000000001	0.18	2.25	1.16	1.06	0.23	0.0800000000000001	0.23	4.99	0.17	0	1.37	0	0.04	0.05	0.53	0.25	0.2	0.53	0.43	0.23	0.32	0.01	4.9	1.13	44.31	0.38	69.42	0.11	0.03	1.32	32.53	0.0800000000000001	0.26	1.4	136.35	0.01	0.36	0.35	49.63	0.0900000000000001	0.5	0.03
ARSD	6.47	2.64	3.35	8.06	9.07	2	0	3.53	20.05	0.51	5.94	0.0700000000000001	11.3	4.71	4.91	4.76	22.37	7.65	5.59	5.27	12.69	11.89	14.17	1.99	13.86	3.33	14.03	9.5	10.21	3.06	6.35	9.14	8.45	6.14	10.42	3.8	23.16	12.6	10.46	6.03	2.89	9.21	0.78	16.36	8.29	10.49	9.48	10.18	3.84	6.93	6.58	3.4	0.04	11.32	3.11	4.26	8.45	22.77	4.42	9.79	16.75	5.73	4.21	25.55	18.55	13.17	6.39	8.35	7.43	6.59	0.88	4.06	0.01	16.68	14.86	6.4	8.78	8.92	4.95	26.52	15.52	9.24	7.4	6.09	0.46
PNPLA4	3.75	6.26	13.45	12.93	20.69	7.98	8.03	10.12	21.49	24.58	16.18	45.71	19.96	9.2	7.88	13.98	17.12	9.88	15.93	0	12.12	11.59	29.68	9.21	14.04	6.79	22.39	17.08	2.56	11.08	23	12.07	15.19	31.56	11.66	12.76	54.82	23.44	12.79	31.73	4.55	13.72	6.43	25.19	19.48	6.07	12.25	12.94	2.75	10.68	8.3	4.97	0.01	1.48	0.03	6.64	0	29.46	19.5	19.07	0.23	11.15	6.82	9.34	7.13	21.1	3.22	13.24	14.29	8.83	19.07	3.85	15.73	19.24	13.25	0.04	20.31	11.65	10.57	6.33	0	17.67	7.98	10.24	0.01
MYH13	0	0	0.16	0.05	0	0	0	0.03	0	0	0	0	0	0	0	0	0	0	0.03	0.04	0	0	0	0	0	0	0	0.21	0.01	0.01	0	0.02	0.04	0	0	0	0	0	0	0	0	0	0	0.15	0.03	0	0	0.03	0	0	0	0	0	0	0	0	0.02	0	0.15	0	0.01	0	0.05	0	0.0800000000000001	0	0.02	0.01	0	0	0	0.02	0	0	0.18	0.0900000000000001	0	0.03	0	0.04	0.05	0	0.03	0	0
ADIPOR2	68.52	77.11	52.07	148.59	50.46	50.59	50.35	35.38	57.41	81.97	39.26	40.4	48.26	20.29	31.24	41.86	50.8	61.06	69.84	43.8	24.7	25.29	47.2	41.66	55.73	43.9	59.98	52.26	31.69	40.23	53.05	34.16	60.71	37.3	52.14	122.55	36.05	97.48	75.62	57.88	39.07	74.69	39.09	60.93	53.65	40.98	88.84	46.16	21.06	70.59	48.29	39.08	45.65	40.86	34.12	61.94	39.7	51.17	51.85	45.15	53.24	42.55	41.33	47.28	41.65	59.26	46.11	40.11	51.15	94.12	57.8	32.58	30.86	55.2	40.37	41.55	45.48	40.45	43.57	76.85	42.69	43.92	42.27	94.7000000000001	48.4
CDKL3	3.06	5.29	1.12	3.48	2.47	1.82	4.45	0.52	1.71	2.81	0.66	1.68	2.88	0.48	0.78	6.05	1.65	2.52	1.7	2.45	0.44	1.91	2.11	2.75	2.61	1.5	1.57	1.64	3.35	1.74	0.31	6.68	0.4	1.02	0.8	2.78	1.55	4.21	0.77	0.41	1.12	3.47	2.64	0.63	5.33	4.93	1.29	0.25	5.42	1.67	2.05	0.49	2.98	2.65	1.56	2.04	2.64	4.74	0.68	0.65	1.62	1.97	0.99	2.86	3.52	1.97	1.08	1.5	2.98	0.69	1.7	1.2	2.15	2.08	0.44	0.32	0.39	0.8	1.42	4.14	3.32	0.51	1.31	0.79	0.52
UPP2	0	0	0	0.02	0	0	0	0	0	0	0	0	0.02	0	0	0.02	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0.03	0	0.01	0	0	0	0.01	0.02	0	0	0	0.01	0	0	0	0.01	0	0	0	0	0	0	0.01	0	0	0.01	0	0	0	0	0.03	0	0	0	0	0	0.03	0	0.02	0	0	0.01	0	0	0.04	0.02	0.01	0	0	0.01
PRSS21	0	0.2	0.0600000000000001	0.23	0.0600000000000001	0.04	0	0.0600000000000001	0.04	0.04	22.11	33.86	0.0600000000000001	0	0	0	0	0	0	0	0	0.03	0.02	0	0	0	0	0.03	0.04	0	0.04	0.3	0	0.11	0.0600000000000001	0	0.1	0	0	0.03	0	0	0.03	0.0900000000000001	66.5	19.22	0	0	0	0	0	0	0	0.04	0	0.0700000000000001	0	54.05	0	0.03	0	0.0600000000000001	0.05	0.39	0.14	0.05	0.0800000000000001	0.12	0.02	39.27	0	0.03	0.18	0.0800000000000001	0.0700000000000001	0.05	0.03	63.66	0	0.32	0	0.05	0.11	0.12	0.04
MARK4	6.23	8.33	9.11	14.52	18.64	8.93	6	9.44	10.41	7.91	7.79	7.13	15.63	9.26	10.86	12.35	9.42	10.78	7.9	9.1	11.1	17.84	8.05	11.78	19.61	12.3	11.63	13.24	18.04	11.01	5.24	8.98	14.79	11.3	7.48	8.73	21.11	10.97	9.93	16.29	8.4	5.78	11.22	14.59	17.37	7.94	6.19	6.08	6.84	9.91	3.71	9.6	11.42	12.85	19.98	7.17	13.11	12.27	4.73	7.65	10.4	9.09	9.13	10.31	10.96	8	7.79	10.07	12.39	8.62	11.38	15.23	9.72	17.62	11.72	8.65	11.22	5.71	5.73	10.86	13.34	9.22	9.03	6.06	11.35
PROM1	0.65	1.02	0.71	2.75	0.1	0.79	1.08	0.28	0.73	0.65	0.01	0	0.74	0.43	0.18	1.5	1.08	0.29	2.7	0.27	0.0900000000000001	1.19	0.03	6.95	0	0.0700000000000001	2.94	0.48	0.13	0.45	0.41	2.46	1.29	0.35	0.0800000000000001	0.37	0.0600000000000001	1.5	2.85	1.15	0.21	0.22	0.34	1.01	0.66	0	0.88	1.39	0.05	0.99	2.42	0.12	0.82	0.03	0.01	0.54	0.11	5.75	0.94	0.74	30.56	1.35	0.0600000000000001	59.5	0.14	0.85	0.71	5.37	1.06	0.58	1.32	0.05	0.97	0.0800000000000001	0.47	0.48	0.66	3	0.01	0.34	0.17	2.05	0.19	0.9	0
CCDC124	41.16	150.7	199.53	156.3	204.33	176.94	45.61	188.94	180.17	147.72	21.85	55.8	172.09	31.84	76.6	42.03	195.74	13.57	153.84	79.2	75.59	147.63	31.16	39.36	32.82	49.32	151.7	179.78	152.75	112.51	204.41	143.91	12.4	200.4	150.53	176.68	116.63	32.5	21.38	151.02	33.46	49.75	180.2	143.28	40.61	40.51	22.27	124.82	48.37	111.15	106.95	38.06	34.72	128.27	31	176.44	71.84	32.78	135.89	118.87	15.91	331.78	184.66	100.54	121.45	102.77	128.65	147.37	138.59	64.03	57.09	121.6	129.81	184.24	150.77	218.46	146.8	37.16	80.49	135.03	119.67	209.19	130.49	198.65	204.68
CEACAM21	0.54	0	0.0700000000000001	0	0	0.0600000000000001	0	0.0800000000000001	0.75	6.5	0	0	0.03	0.02	0.05	0	0.0800000000000001	0.24	0.1	0	0	2.08	0	0.0900000000000001	0	0	0	0.0600000000000001	0.01	0	0	0	0.47	0.73	0.29	0.02	0	0.83	0.81	0	0.03	0.18	0.02	0.0800000000000001	0	0	0	0.0700000000000001	0	0	0.02	0.01	0	0.0900000000000001	0	0.03	0	0	0	0.14	0.41	0	0.02	0.32	0.0600000000000001	0	0.04	0.18	0	0.15	7.6	0.13	0	0	0.04	0	0.0700000000000001	2.93	0	0.36	0.03	0.0600000000000001	0	0.0800000000000001	0
PAFAH1B1	76.57	84.11	75.17	51.78	48.45	68.66	43.84	48.78	61.72	56.34	26.52	74.92	66.26	35.72	34.94	21.04	95.22	23.14	49.22	65.4	51	78.89	90.75	59.31	42.07	41.11	83.89	62.32	70.44	37.09	43	78.48	35.45	95.33	70.88	72.93	58.36	58.95	59.89	62.92	40.28	23.85	80.67	56.55	48.41	55.91	38.1	56.98	41.23	91.37	29.24	35.85	67.07	90.46	57.18	50.94	67.71	77.66	35.61	64.73	83.73	24.38	41.85	47.2	70.1300000000001	66.38	103.34	64.16	34.43	79.97	60.42	86.37	93.49	42.14	89.76	71.98	36.1	64.34	59.97	78.65	84.5	69.91	74.52	38.13	47.07
NOS2	0.0800000000000001	0.03	0.18	0.0600000000000001	0.01	0	0	0.55	0.02	4.24	0	0	0.04	0	0	0.03	1.24	0.02	0.03	0.01	0.16	1.43	0	0.52	0.65	0	0.14	0.35	4.33	0.38	0.83	0	0.0900000000000001	0.01	0.0800000000000001	0.02	0	0	0.21	0	0	0.01	0.49	0.0800000000000001	0.1	0	0.12	0.4	0.0600000000000001	0.02	0.0700000000000001	0.02	1.27	0.38	0.01	0.24	0	0.01	0.01	0.01	0.03	0.29	0	0.11	0.01	0.63	0.1	0.01	6.46	0.16	0	3.3	0.02	0.11	0.0600000000000001	0.1	0.03	0.49	0	0.18	0.02	0.2	0.02	0.02	0
DNAH9	2.27	1.07	18.72	15.47	0.0600000000000001	5.73	0	5.55	0.83	4.73	0	0.04	17.76	0	8.73	0.01	5.47	0.59	0.23	9.4	0	28.89	0.13	0	0.0900000000000001	8.09	2.6	26.01	0	0.28	0	5.46	0.05	44.35	7.95	2.3	0	1.39	1.71	0.23	0	5.7	34.83	4.29	20.63	0	2.68	0.46	13.13	3.38	8.91	0	34.59	8.38	2.39	0.13	19.38	0	0.17	0.49	0.01	0.22	1.28	2.01	0.69	13.64	0.59	0.49	0	0.61	34.46	0.0700000000000001	0.35	0.7	3.93	13.57	0.13	0	0.02	33.79	0.12	1.31	1.27	0.12	0.01
KIAA0100	36.12	53.61	61.98	126.14	34.4	63.91	39.38	69.63	72.59	51.87	20.92	56.35	61.67	10.67	42.43	19.45	78.52	49.29	55.15	33.84	51.67	36.72	30.6	10.14	36.89	53.08	36	76.33	51.86	21.58	88.79	53.13	56.53	39.99	63.33	73.14	49.72	40.77	45.84	33.9	36.93	20.93	59.27	45.84	39.14	38.27	35.16	59.04	19.72	92.32	49.85	70.47	24.36	70.99	81.59	80.19	29.7	46.19	50.22	66.83	35.16	49.68	44.7	61.41	31.25	68.94	58.26	50.88	67.21	40.78	26.16	59.69	101.4	36.1	58.65	61.42	81.83	31.82	20.08	61.02	37.7	81.27	82.24	93.07	70.03
SLC13A2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0.01	0	0	0	0	0	0.02	0	0.02	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0.01	0.01	0	0	0	0.12	0	0	0	0
GAS7	207.71	195.12	197.55	34.93	2.2	171.35	0.01	68.27	24.2	124.64	0.01	0.24	137.45	9.81	108.87	29.38	244.55	124.21	24.5	52.03	0.35	204.71	0.0700000000000001	0.11	233.29	161.99	79.94	300.76	26.07	14.73	26.75	346.06	51.29	130.3	102.58	57.24	0.13	58.8	39.56	42.28	0.01	52.41	284	363.74	209.53	0.04	94.35	53.81	106.92	202.7	89.11	0.83	116.97	688.44	162.65	51.33	48.5	0.05	37.12	66.17	0.58	60.81	67.78	114.07	46.48	177.29	253.16	72.56	18.16	103.57	119.71	49.21	76.46	69.09	145.87	83.46	39.68	22.05	0.03	311.92	0.02	104.6	93.43	67.4	0.04
TRAPPC6A	13.67	16.06	3.57	18.92	35.98	11.73	19.28	3.56	34.78	12.51	7.89	24.81	21.67	9.23	25.97	40.27	16.03	22.2	7.41	13.5	9.58	42.12	66.32	26.26	31.51	27.23	34	17.18	24.4	19.07	6.23	29.82	11.13	9.42	14.4	8.55	36.12	16.72	18.69	30.14	11.05	45.97	17.06	41.47	55.02	73.63	11.39	13.47	14.26	27.44	11.22	20.51	16.54	18.32	11.8	15.77	12.34	17.94	12.67	22.06	5.7	29.6	19.58	24.23	13.52	32.3	14.58	26.42	11.83	36.3	43.82	6.86	20.99	42.28	7.84	5.16	25.84	18.87	22.87	19.1	7.4	17.08	6.03	23.01	3.98
MATK	0.03	0	0	0.0700000000000001	1.55	0.25	0	0.12	0.6	0.0600000000000001	0	1.77	0.05	2.05	0.0600000000000001	0.02	0.0600000000000001	0	3.09	0	0	0.0900000000000001	0.01	3.63	0.04	0	0.14	0.04	0.03	0.5	0.59	0.03	0.6	4.8	8.4	0.12	0.18	0	0.36	9.05	0.28	0.03	0.05	1.34	0	0.01	0.43	5.96	0.05	0.04	0	0.02	0	0.04	0	0.0800000000000001	0.05	0.04	0.01	11.12	0.1	2.62	0.02	0.15	0.3	0.35	0.17	1.17	0	1.15	1.1	0.01	0.78	0.03	0.22	0	1.53	0.11	0.03	0.03	3.43	0.38	0.01	0.0800000000000001	0.0800000000000001
CEACAM7	0.02	0	0.01	0.05	0	0	0	0	0.05	0	0.04	0.01	0	0.01	0	0.01	0	0	0	0	0	0	0.37	0.02	0	0	0	0	0.01	0	0	0	0	0	0	0.01	0	0	0.05	0	0.03	0	0	0	0	0	0	0	0.0700000000000001	0	0	0	0.03	0	0	0	0	0.02	0	0.01	0.01	0	0.01	0	0	0.01	0	0.01	0.01	0	0	0	0	0	0	0	0	0	0.03	0	0	0	0	0	0
CD79B	0.28	0.97	0.13	0.22	0.1	0.41	0	0.0600000000000001	0.36	0.18	0.01	0	0.0700000000000001	0.38	0.01	1.66	0.34	0.38	0.67	0.02	0	1.03	0	0.02	0	0.0600000000000001	0.05	1.67	0.54	40.46	0.15	6.96	1.19	3.65	6.03	0.69	0.14	0.31	0.0700000000000001	0.2	0.0900000000000001	0.7	0.13	0.02	3.06	0.01	0.37	0.76	0.0600000000000001	10.84	0.45	0	0.52	0.17	0.12	0.1	0.05	0	0.24	0.32	0	0.17	0.32	0.78	0.0900000000000001	10.11	0.32	0.68	0.47	6.35	0.61	0.63	3.96	0.81	1.09	0.14	0.76	57.05	0	0.74	1.58	1.02	0.12	3.23	0
SCN4A	0	0.0900000000000001	0	0	0	0	0.01	0.01	0.01	0	0.01	0	0.01	0	0	0	0	0.01	0.0700000000000001	0	0	0.01	0	0.75	0	0	0	0.01	0.02	0.11	0	0.02	0.27	0.01	0.11	0	0	0	0.0800000000000001	0	0	0	0.01	0	0.03	0	0	0.01	0	0.01	0.16	0	0	0	0	0.01	0	0	0	0	0	0	0	0.01	0.05	0	0.01	0.01	0.02	0.02	0.12	0	0	0.0900000000000001	0	0	0.12	0.0700000000000001	0	0.02	0	0	0.05	0	0
ST7L	22.16	18.33	13.52	10.03	13.17	12.12	13.72	10.21	12.6	9.03	19.38	10.09	17.22	7.8	13.3	12.73	13.47	27	12.41	16.03	15.24	12.07	21.84	17.69	9.8	11.54	17.53	13.02	15.82	12.41	8.01	31.96	4.75	25.76	8.28	13.94	11.98	21.92	16.47	21.49	16.6	11.31	12.68	18.55	12.64	7.67	3.95	15.54	18.17	15.11	21.12	13.38	26.26	36.21	14.74	18.8	15.22	16.73	17.8	22.36	25.67	17	12.45	21.95	17.7	8.51	16.54	15.6	10.89	5.1	26.28	19.09	16.67	13.45	9.81	15.3	24.53	11.82	12.1	26.6	11.29	24.07	15.27	12.84	20.64
